id_torneo_ronda,tourney key,round
US OPEN - 2024 - Q3,US OPEN - 2024,Q3
ROLAND GARROS - 2000 - Q3,ROLAND GARROS - 2000,Q3
ROLAND GARROS - 2001 - Q3,ROLAND GARROS - 2001,Q3
ROLAND GARROS - 2002 - Q3,ROLAND GARROS - 2002,Q3
ROLAND GARROS - 2003 - Q3,ROLAND GARROS - 2003,Q3
ROLAND GARROS - 2004 - Q3,ROLAND GARROS - 2004,Q3
ROLAND GARROS - 2005 - Q3,ROLAND GARROS - 2005,Q3
ROLAND GARROS - 2006 - Q3,ROLAND GARROS - 2006,Q3
ROLAND GARROS - 2007 - Q3,ROLAND GARROS - 2007,Q3
ROLAND GARROS - 2008 - Q3,ROLAND GARROS - 2008,Q3
ROLAND GARROS - 2009 - Q3,ROLAND GARROS - 2009,Q3
ROLAND GARROS - 2010 - Q3,ROLAND GARROS - 2010,Q3
ROLAND GARROS - 2011 - Q3,ROLAND GARROS - 2011,Q3
ROLAND GARROS - 2012 - Q3,ROLAND GARROS - 2012,Q3
ROLAND GARROS - 2013 - Q3,ROLAND GARROS - 2013,Q3
ROLAND GARROS - 2014 - Q3,ROLAND GARROS - 2014,Q3
ROLAND GARROS - 2015 - Q3,ROLAND GARROS - 2015,Q3
ROLAND GARROS - 2016 - Q3,ROLAND GARROS - 2016,Q3
ROLAND GARROS - 2017 - Q3,ROLAND GARROS - 2017,Q3
ROLAND GARROS - 2018 - Q3,ROLAND GARROS - 2018,Q3
ROLAND GARROS - 2019 - Q3,ROLAND GARROS - 2019,Q3
ROLAND GARROS - 2020 - Q3,ROLAND GARROS - 2020,Q3
ROLAND GARROS - 2021 - Q3,ROLAND GARROS - 2021,Q3
ROLAND GARROS - 2022 - Q3,ROLAND GARROS - 2022,Q3
ROLAND GARROS - 2023 - Q3,ROLAND GARROS - 2023,Q3
ROLAND GARROS - 2024 - Q3,ROLAND GARROS - 2024,Q3
WIMBLEDON - 2000 - Q3,WIMBLEDON - 2000,Q3
WIMBLEDON - 2001 - Q3,WIMBLEDON - 2001,Q3
WIMBLEDON - 2002 - Q3,WIMBLEDON - 2002,Q3
WIMBLEDON - 2003 - Q3,WIMBLEDON - 2003,Q3
WIMBLEDON - 2004 - Q3,WIMBLEDON - 2004,Q3
WIMBLEDON - 2005 - Q3,WIMBLEDON - 2005,Q3
WIMBLEDON - 2006 - Q3,WIMBLEDON - 2006,Q3
WIMBLEDON - 2007 - Q3,WIMBLEDON - 2007,Q3
WIMBLEDON - 2008 - Q3,WIMBLEDON - 2008,Q3
WIMBLEDON - 2009 - Q3,WIMBLEDON - 2009,Q3
WIMBLEDON - 2010 - Q3,WIMBLEDON - 2010,Q3
WIMBLEDON - 2011 - Q3,WIMBLEDON - 2011,Q3
WIMBLEDON - 2012 - Q3,WIMBLEDON - 2012,Q3
WIMBLEDON - 2013 - Q3,WIMBLEDON - 2013,Q3
WIMBLEDON - 2014 - Q3,WIMBLEDON - 2014,Q3
WIMBLEDON - 2015 - Q3,WIMBLEDON - 2015,Q3
WIMBLEDON - 2016 - Q3,WIMBLEDON - 2016,Q3
WIMBLEDON - 2017 - Q3,WIMBLEDON - 2017,Q3
WIMBLEDON - 2018 - Q3,WIMBLEDON - 2018,Q3
WIMBLEDON - 2019 - Q3,WIMBLEDON - 2019,Q3
WIMBLEDON - 2020 - Q3,WIMBLEDON - 2020,Q3
WIMBLEDON - 2021 - Q3,WIMBLEDON - 2021,Q3
WIMBLEDON - 2022 - Q3,WIMBLEDON - 2022,Q3
WIMBLEDON - 2023 - Q3,WIMBLEDON - 2023,Q3
WIMBLEDON - 2024 - Q3,WIMBLEDON - 2024,Q3
AUSTRALIAN OPEN - 2000 - Q3,AUSTRALIAN OPEN - 2000,Q3
AUSTRALIAN OPEN - 2001 - Q3,AUSTRALIAN OPEN - 2001,Q3
AUSTRALIAN OPEN - 2002 - Q3,AUSTRALIAN OPEN - 2002,Q3
AUSTRALIAN OPEN - 2003 - Q3,AUSTRALIAN OPEN - 2003,Q3
AUSTRALIAN OPEN - 2004 - Q3,AUSTRALIAN OPEN - 2004,Q3
AUSTRALIAN OPEN - 2005 - Q3,AUSTRALIAN OPEN - 2005,Q3
AUSTRALIAN OPEN - 2006 - Q3,AUSTRALIAN OPEN - 2006,Q3
AUSTRALIAN OPEN - 2007 - Q3,AUSTRALIAN OPEN - 2007,Q3
AUSTRALIAN OPEN - 2008 - Q3,AUSTRALIAN OPEN - 2008,Q3
AUSTRALIAN OPEN - 2009 - Q3,AUSTRALIAN OPEN - 2009,Q3
AUSTRALIAN OPEN - 2010 - Q3,AUSTRALIAN OPEN - 2010,Q3
AUSTRALIAN OPEN - 2011 - Q3,AUSTRALIAN OPEN - 2011,Q3
AUSTRALIAN OPEN - 2012 - Q3,AUSTRALIAN OPEN - 2012,Q3
AUSTRALIAN OPEN - 2013 - Q3,AUSTRALIAN OPEN - 2013,Q3
AUSTRALIAN OPEN - 2014 - Q3,AUSTRALIAN OPEN - 2014,Q3
AUSTRALIAN OPEN - 2015 - Q3,AUSTRALIAN OPEN - 2015,Q3
AUSTRALIAN OPEN - 2016 - Q3,AUSTRALIAN OPEN - 2016,Q3
AUSTRALIAN OPEN - 2017 - Q3,AUSTRALIAN OPEN - 2017,Q3
AUSTRALIAN OPEN - 2018 - Q3,AUSTRALIAN OPEN - 2018,Q3
AUSTRALIAN OPEN - 2019 - Q3,AUSTRALIAN OPEN - 2019,Q3
AUSTRALIAN OPEN - 2020 - Q3,AUSTRALIAN OPEN - 2020,Q3
AUSTRALIAN OPEN - 2021 - Q3,AUSTRALIAN OPEN - 2021,Q3
AUSTRALIAN OPEN - 2022 - Q3,AUSTRALIAN OPEN - 2022,Q3
AUSTRALIAN OPEN - 2023 - Q3,AUSTRALIAN OPEN - 2023,Q3
AUSTRALIAN OPEN - 2024 - Q3,AUSTRALIAN OPEN - 2024,Q3
US OPEN - 2000 - Q2,US OPEN - 2000,Q2
US OPEN - 2001 - Q2,US OPEN - 2001,Q2
US OPEN - 2002 - Q2,US OPEN - 2002,Q2
US OPEN - 2003 - Q2,US OPEN - 2003,Q2
US OPEN - 2004 - Q2,US OPEN - 2004,Q2
US OPEN - 2005 - Q2,US OPEN - 2005,Q2
US OPEN - 2006 - Q2,US OPEN - 2006,Q2
US OPEN - 2007 - Q2,US OPEN - 2007,Q2
US OPEN - 2008 - Q2,US OPEN - 2008,Q2
US OPEN - 2009 - Q2,US OPEN - 2009,Q2
US OPEN - 2010 - Q2,US OPEN - 2010,Q2
US OPEN - 2011 - Q2,US OPEN - 2011,Q2
US OPEN - 2012 - Q2,US OPEN - 2012,Q2
US OPEN - 2013 - Q2,US OPEN - 2013,Q2
US OPEN - 2014 - Q2,US OPEN - 2014,Q2
US OPEN - 2015 - Q2,US OPEN - 2015,Q2
US OPEN - 2016 - Q2,US OPEN - 2016,Q2
US OPEN - 2017 - Q2,US OPEN - 2017,Q2
US OPEN - 2018 - Q2,US OPEN - 2018,Q2
US OPEN - 2019 - Q2,US OPEN - 2019,Q2
US OPEN - 2020 - Q2,US OPEN - 2020,Q2
US OPEN - 2021 - Q2,US OPEN - 2021,Q2
US OPEN - 2022 - Q2,US OPEN - 2022,Q2
US OPEN - 2023 - Q2,US OPEN - 2023,Q2
US OPEN - 2024 - Q2,US OPEN - 2024,Q2
ROLAND GARROS - 2000 - Q2,ROLAND GARROS - 2000,Q2
ROLAND GARROS - 2001 - Q2,ROLAND GARROS - 2001,Q2
ROLAND GARROS - 2002 - Q2,ROLAND GARROS - 2002,Q2
ROLAND GARROS - 2003 - Q2,ROLAND GARROS - 2003,Q2
ROLAND GARROS - 2004 - Q2,ROLAND GARROS - 2004,Q2
ROLAND GARROS - 2005 - Q2,ROLAND GARROS - 2005,Q2
ROLAND GARROS - 2006 - Q2,ROLAND GARROS - 2006,Q2
ROLAND GARROS - 2007 - Q2,ROLAND GARROS - 2007,Q2
ROLAND GARROS - 2008 - Q2,ROLAND GARROS - 2008,Q2
ROLAND GARROS - 2009 - Q2,ROLAND GARROS - 2009,Q2
ROLAND GARROS - 2010 - Q2,ROLAND GARROS - 2010,Q2
ROLAND GARROS - 2011 - Q2,ROLAND GARROS - 2011,Q2
ROLAND GARROS - 2012 - Q2,ROLAND GARROS - 2012,Q2
ROLAND GARROS - 2013 - Q2,ROLAND GARROS - 2013,Q2
ROLAND GARROS - 2014 - Q2,ROLAND GARROS - 2014,Q2
ROLAND GARROS - 2015 - Q2,ROLAND GARROS - 2015,Q2
ROLAND GARROS - 2016 - Q2,ROLAND GARROS - 2016,Q2
ROLAND GARROS - 2017 - Q2,ROLAND GARROS - 2017,Q2
ROLAND GARROS - 2018 - Q2,ROLAND GARROS - 2018,Q2
ROLAND GARROS - 2019 - Q2,ROLAND GARROS - 2019,Q2
ROLAND GARROS - 2020 - Q2,ROLAND GARROS - 2020,Q2
ROLAND GARROS - 2021 - Q2,ROLAND GARROS - 2021,Q2
ROLAND GARROS - 2022 - Q2,ROLAND GARROS - 2022,Q2
ROLAND GARROS - 2023 - Q2,ROLAND GARROS - 2023,Q2
ROLAND GARROS - 2024 - Q2,ROLAND GARROS - 2024,Q2
WIMBLEDON - 2000 - Q2,WIMBLEDON - 2000,Q2
WIMBLEDON - 2001 - Q2,WIMBLEDON - 2001,Q2
WIMBLEDON - 2002 - Q2,WIMBLEDON - 2002,Q2
WIMBLEDON - 2003 - Q2,WIMBLEDON - 2003,Q2
WIMBLEDON - 2004 - Q2,WIMBLEDON - 2004,Q2
WIMBLEDON - 2005 - Q2,WIMBLEDON - 2005,Q2
WIMBLEDON - 2006 - Q2,WIMBLEDON - 2006,Q2
WIMBLEDON - 2007 - Q2,WIMBLEDON - 2007,Q2
WIMBLEDON - 2008 - Q2,WIMBLEDON - 2008,Q2
WIMBLEDON - 2009 - Q2,WIMBLEDON - 2009,Q2
WIMBLEDON - 2010 - Q2,WIMBLEDON - 2010,Q2
WIMBLEDON - 2011 - Q2,WIMBLEDON - 2011,Q2
WIMBLEDON - 2012 - Q2,WIMBLEDON - 2012,Q2
WIMBLEDON - 2013 - Q2,WIMBLEDON - 2013,Q2
WIMBLEDON - 2014 - Q2,WIMBLEDON - 2014,Q2
WIMBLEDON - 2015 - Q2,WIMBLEDON - 2015,Q2
WIMBLEDON - 2016 - Q2,WIMBLEDON - 2016,Q2
WIMBLEDON - 2017 - Q2,WIMBLEDON - 2017,Q2
WIMBLEDON - 2018 - Q2,WIMBLEDON - 2018,Q2
WIMBLEDON - 2019 - Q2,WIMBLEDON - 2019,Q2
WIMBLEDON - 2020 - Q2,WIMBLEDON - 2020,Q2
WIMBLEDON - 2021 - Q2,WIMBLEDON - 2021,Q2
WIMBLEDON - 2022 - Q2,WIMBLEDON - 2022,Q2
WIMBLEDON - 2023 - Q2,WIMBLEDON - 2023,Q2
WIMBLEDON - 2024 - Q2,WIMBLEDON - 2024,Q2
AUSTRALIAN OPEN - 2000 - Q2,AUSTRALIAN OPEN - 2000,Q2
AUSTRALIAN OPEN - 2001 - Q2,AUSTRALIAN OPEN - 2001,Q2
AUSTRALIAN OPEN - 2002 - Q2,AUSTRALIAN OPEN - 2002,Q2
AUSTRALIAN OPEN - 2003 - Q2,AUSTRALIAN OPEN - 2003,Q2
AUSTRALIAN OPEN - 2004 - Q2,AUSTRALIAN OPEN - 2004,Q2
AUSTRALIAN OPEN - 2005 - Q2,AUSTRALIAN OPEN - 2005,Q2
AUSTRALIAN OPEN - 2006 - Q2,AUSTRALIAN OPEN - 2006,Q2
AUSTRALIAN OPEN - 2007 - Q2,AUSTRALIAN OPEN - 2007,Q2
AUSTRALIAN OPEN - 2008 - Q2,AUSTRALIAN OPEN - 2008,Q2
AUSTRALIAN OPEN - 2009 - Q2,AUSTRALIAN OPEN - 2009,Q2
AUSTRALIAN OPEN - 2010 - Q2,AUSTRALIAN OPEN - 2010,Q2
AUSTRALIAN OPEN - 2011 - Q2,AUSTRALIAN OPEN - 2011,Q2
AUSTRALIAN OPEN - 2012 - Q2,AUSTRALIAN OPEN - 2012,Q2
AUSTRALIAN OPEN - 2013 - Q2,AUSTRALIAN OPEN - 2013,Q2
AUSTRALIAN OPEN - 2014 - Q2,AUSTRALIAN OPEN - 2014,Q2
AUSTRALIAN OPEN - 2015 - Q2,AUSTRALIAN OPEN - 2015,Q2
AUSTRALIAN OPEN - 2016 - Q2,AUSTRALIAN OPEN - 2016,Q2
AUSTRALIAN OPEN - 2017 - Q2,AUSTRALIAN OPEN - 2017,Q2
AUSTRALIAN OPEN - 2018 - Q2,AUSTRALIAN OPEN - 2018,Q2
AUSTRALIAN OPEN - 2019 - Q2,AUSTRALIAN OPEN - 2019,Q2
AUSTRALIAN OPEN - 2020 - Q2,AUSTRALIAN OPEN - 2020,Q2
AUSTRALIAN OPEN - 2021 - Q2,AUSTRALIAN OPEN - 2021,Q2
AUSTRALIAN OPEN - 2022 - Q2,AUSTRALIAN OPEN - 2022,Q2
AUSTRALIAN OPEN - 2023 - Q2,AUSTRALIAN OPEN - 2023,Q2
AUSTRALIAN OPEN - 2024 - Q2,AUSTRALIAN OPEN - 2024,Q2
US OPEN - 2000 - Q1,US OPEN - 2000,Q1
US OPEN - 2001 - Q1,US OPEN - 2001,Q1
US OPEN - 2002 - Q1,US OPEN - 2002,Q1
US OPEN - 2003 - Q1,US OPEN - 2003,Q1
US OPEN - 2004 - Q1,US OPEN - 2004,Q1
US OPEN - 2005 - Q1,US OPEN - 2005,Q1
US OPEN - 2006 - Q1,US OPEN - 2006,Q1
US OPEN - 2007 - Q1,US OPEN - 2007,Q1
US OPEN - 2008 - Q1,US OPEN - 2008,Q1
US OPEN - 2009 - Q1,US OPEN - 2009,Q1
US OPEN - 2010 - Q1,US OPEN - 2010,Q1
US OPEN - 2011 - Q1,US OPEN - 2011,Q1
US OPEN - 2012 - Q1,US OPEN - 2012,Q1
US OPEN - 2013 - Q1,US OPEN - 2013,Q1
US OPEN - 2014 - Q1,US OPEN - 2014,Q1
US OPEN - 2015 - Q1,US OPEN - 2015,Q1
US OPEN - 2016 - Q1,US OPEN - 2016,Q1
US OPEN - 2017 - Q1,US OPEN - 2017,Q1
US OPEN - 2018 - Q1,US OPEN - 2018,Q1
US OPEN - 2019 - Q1,US OPEN - 2019,Q1
US OPEN - 2020 - Q1,US OPEN - 2020,Q1
US OPEN - 2021 - Q1,US OPEN - 2021,Q1
US OPEN - 2022 - Q1,US OPEN - 2022,Q1
US OPEN - 2023 - Q1,US OPEN - 2023,Q1
US OPEN - 2024 - Q1,US OPEN - 2024,Q1
ROLAND GARROS - 2000 - Q1,ROLAND GARROS - 2000,Q1
ROLAND GARROS - 2001 - Q1,ROLAND GARROS - 2001,Q1
ROLAND GARROS - 2002 - Q1,ROLAND GARROS - 2002,Q1
ROLAND GARROS - 2003 - Q1,ROLAND GARROS - 2003,Q1
ROLAND GARROS - 2004 - Q1,ROLAND GARROS - 2004,Q1
ROLAND GARROS - 2005 - Q1,ROLAND GARROS - 2005,Q1
ROLAND GARROS - 2006 - Q1,ROLAND GARROS - 2006,Q1
ROLAND GARROS - 2007 - Q1,ROLAND GARROS - 2007,Q1
ROLAND GARROS - 2008 - Q1,ROLAND GARROS - 2008,Q1
ROLAND GARROS - 2009 - Q1,ROLAND GARROS - 2009,Q1
ROLAND GARROS - 2010 - Q1,ROLAND GARROS - 2010,Q1
ROLAND GARROS - 2011 - Q1,ROLAND GARROS - 2011,Q1
ROLAND GARROS - 2012 - Q1,ROLAND GARROS - 2012,Q1
ROLAND GARROS - 2013 - Q1,ROLAND GARROS - 2013,Q1
ROLAND GARROS - 2014 - Q1,ROLAND GARROS - 2014,Q1
ROLAND GARROS - 2015 - Q1,ROLAND GARROS - 2015,Q1
ROLAND GARROS - 2016 - Q1,ROLAND GARROS - 2016,Q1
ROLAND GARROS - 2017 - Q1,ROLAND GARROS - 2017,Q1
ROLAND GARROS - 2018 - Q1,ROLAND GARROS - 2018,Q1
ROLAND GARROS - 2019 - Q1,ROLAND GARROS - 2019,Q1
ROLAND GARROS - 2020 - Q1,ROLAND GARROS - 2020,Q1
ROLAND GARROS - 2021 - Q1,ROLAND GARROS - 2021,Q1
ROLAND GARROS - 2022 - Q1,ROLAND GARROS - 2022,Q1
ROLAND GARROS - 2023 - Q1,ROLAND GARROS - 2023,Q1
ROLAND GARROS - 2024 - Q1,ROLAND GARROS - 2024,Q1
WIMBLEDON - 2000 - Q1,WIMBLEDON - 2000,Q1
WIMBLEDON - 2001 - Q1,WIMBLEDON - 2001,Q1
WIMBLEDON - 2002 - Q1,WIMBLEDON - 2002,Q1
WIMBLEDON - 2003 - Q1,WIMBLEDON - 2003,Q1
WIMBLEDON - 2004 - Q1,WIMBLEDON - 2004,Q1
WIMBLEDON - 2005 - Q1,WIMBLEDON - 2005,Q1
WIMBLEDON - 2006 - Q1,WIMBLEDON - 2006,Q1
WIMBLEDON - 2007 - Q1,WIMBLEDON - 2007,Q1
WIMBLEDON - 2008 - Q1,WIMBLEDON - 2008,Q1
WIMBLEDON - 2009 - Q1,WIMBLEDON - 2009,Q1
WIMBLEDON - 2010 - Q1,WIMBLEDON - 2010,Q1
WIMBLEDON - 2011 - Q1,WIMBLEDON - 2011,Q1
WIMBLEDON - 2012 - Q1,WIMBLEDON - 2012,Q1
WIMBLEDON - 2013 - Q1,WIMBLEDON - 2013,Q1
WIMBLEDON - 2014 - Q1,WIMBLEDON - 2014,Q1
WIMBLEDON - 2015 - Q1,WIMBLEDON - 2015,Q1
WIMBLEDON - 2016 - Q1,WIMBLEDON - 2016,Q1
WIMBLEDON - 2017 - Q1,WIMBLEDON - 2017,Q1
WIMBLEDON - 2018 - Q1,WIMBLEDON - 2018,Q1
WIMBLEDON - 2019 - Q1,WIMBLEDON - 2019,Q1
WIMBLEDON - 2020 - Q1,WIMBLEDON - 2020,Q1
WIMBLEDON - 2021 - Q1,WIMBLEDON - 2021,Q1
WIMBLEDON - 2022 - Q1,WIMBLEDON - 2022,Q1
WIMBLEDON - 2023 - Q1,WIMBLEDON - 2023,Q1
WIMBLEDON - 2024 - Q1,WIMBLEDON - 2024,Q1
AUSTRALIAN OPEN - 2000 - Q1,AUSTRALIAN OPEN - 2000,Q1
AUSTRALIAN OPEN - 2001 - Q1,AUSTRALIAN OPEN - 2001,Q1
AUSTRALIAN OPEN - 2002 - Q1,AUSTRALIAN OPEN - 2002,Q1
AUSTRALIAN OPEN - 2003 - Q1,AUSTRALIAN OPEN - 2003,Q1
AUSTRALIAN OPEN - 2004 - Q1,AUSTRALIAN OPEN - 2004,Q1
AUSTRALIAN OPEN - 2005 - Q1,AUSTRALIAN OPEN - 2005,Q1
AUSTRALIAN OPEN - 2006 - Q1,AUSTRALIAN OPEN - 2006,Q1
AUSTRALIAN OPEN - 2007 - Q1,AUSTRALIAN OPEN - 2007,Q1
AUSTRALIAN OPEN - 2008 - Q1,AUSTRALIAN OPEN - 2008,Q1
AUSTRALIAN OPEN - 2009 - Q1,AUSTRALIAN OPEN - 2009,Q1
AUSTRALIAN OPEN - 2010 - Q1,AUSTRALIAN OPEN - 2010,Q1
AUSTRALIAN OPEN - 2011 - Q1,AUSTRALIAN OPEN - 2011,Q1
AUSTRALIAN OPEN - 2012 - Q1,AUSTRALIAN OPEN - 2012,Q1
AUSTRALIAN OPEN - 2013 - Q1,AUSTRALIAN OPEN - 2013,Q1
AUSTRALIAN OPEN - 2014 - Q1,AUSTRALIAN OPEN - 2014,Q1
AUSTRALIAN OPEN - 2015 - Q1,AUSTRALIAN OPEN - 2015,Q1
AUSTRALIAN OPEN - 2016 - Q1,AUSTRALIAN OPEN - 2016,Q1
AUSTRALIAN OPEN - 2017 - Q1,AUSTRALIAN OPEN - 2017,Q1
AUSTRALIAN OPEN - 2018 - Q1,AUSTRALIAN OPEN - 2018,Q1
AUSTRALIAN OPEN - 2019 - Q1,AUSTRALIAN OPEN - 2019,Q1
AUSTRALIAN OPEN - 2020 - Q1,AUSTRALIAN OPEN - 2020,Q1
AUSTRALIAN OPEN - 2021 - Q1,AUSTRALIAN OPEN - 2021,Q1
AUSTRALIAN OPEN - 2022 - Q1,AUSTRALIAN OPEN - 2022,Q1
AUSTRALIAN OPEN - 2023 - Q1,AUSTRALIAN OPEN - 2023,Q1
AUSTRALIAN OPEN - 2024 - Q1,AUSTRALIAN OPEN - 2024,Q1
