ioc,full_name,tourney_date,winner_id,winner_age,score,round,minutes,tourney_key,year,premio €,tourney_name,tourney_year_from_key
USA,Coco Gauff,20200120,221103,15.8,4-6 6-3 7-5,R64,126.0,australian open-2020,2020,180907.57130769605,australian open,2020
USA,Coco Gauff,20200120,221103,15.8,6-3 6-4,R32,67.0,australian open-2020,2020,262315.97839615925,australian open,2020
USA,Coco Gauff,20200928,221103,16.5,6-3 6-3,R128,101.0,roland garros-2020,2020,70553.95281000146,roland garros,2020
USA,Coco Gauff,20210208,221103,16.9,6-3 6-2,R128,57.0,australian open-2021,2021,122431.73158848162,australian open,2021
USA,Coco Gauff,20210531,221103,17.2,7-6(11) 6-4,R128,127.0,roland garros-2021,2021,72346.0232113755,roland garros,2021
USA,Coco Gauff,20210531,221103,17.2,6-3 7-6(1),R64,94.0,roland garros-2021,2021,108519.03481706326,roland garros,2021
USA,Coco Gauff,20210531,221103,17.2,6-1 0-0 RET,R32,23.0,roland garros-2021,2021,155822.2038398857,roland garros,2021
USA,Coco Gauff,20210531,221103,17.2,6-3 6-1,R16,53.0,roland garros-2021,2021,245790.9762950578,roland garros,2021
USA,Coco Gauff,20210628,221103,17.2,7-5 6-4,R128,97.0,wimbledon-2021,2021,61215.86579424081,wimbledon,2021
USA,Coco Gauff,20210628,221103,17.2,6-4 6-3,R64,71.0,wimbledon-2021,2021,91823.79869136124,wimbledon,2021
USA,Coco Gauff,20210628,221103,17.2,6-3 6-3,R32,65.0,wimbledon-2021,2021,140981.9939503728,wimbledon,2021
USA,Coco Gauff,20210830,221103,17.4,5-7 6-3 6-4,R128,154.0,us open-2021,2021,102026.44299040137,us open,2021
USA,Coco Gauff,20220523,221103,18.1,7-5 6-0,R128,,roland garros-2022,2022,74183.61220094445,roland garros,2022
USA,Coco Gauff,20220523,221103,18.1,6-1 7-6(4),R64,,roland garros-2022,2022,111275.41830141668,roland garros,2022
USA,Coco Gauff,20220523,221103,18.1,6-3 6-4,R32,,roland garros-2022,2022,159780.08781741883,roland garros,2022
USA,Coco Gauff,20220523,221103,18.1,6-4 6-0,R16,,roland garros-2022,2022,252034.06709295232,roland garros,2022
USA,Coco Gauff,20220523,221103,18.1,7-5 6-2,QF,,roland garros-2022,2022,418471.65856943023,roland garros,2022
USA,Coco Gauff,20220523,221103,18.1,6-3 6-1,SF,,roland garros-2022,2022,656239.6463929701,roland garros,2022
USA,Coco Gauff,20220627,221103,18.2,2-6 6-3 7-5,R128,149.0,wimbledon-2022,2022,62770.74878541454,wimbledon,2022
USA,Coco Gauff,20220627,221103,18.2,6-2 6-3,R64,80.0,wimbledon-2022,2022,94156.1231781218,wimbledon,2022
USA,Coco Gauff,20220829,221103,18.4,6-2 6-3,R128,80.0,us open-2022,2022,104617.91464235756,us open,2022
USA,Coco Gauff,20220829,221103,18.4,6-2 7-6(4),R64,96.0,us open-2022,2022,146465.0804993006,us open,2022
USA,Coco Gauff,20220829,221103,18.4,6-2 6-3,R32,71.0,us open-2022,2022,225404.05245671584,us open,2022
USA,Coco Gauff,20220829,221103,18.4,7-5 7-5,R16,116.0,us open-2022,2022,380428.7805176639,us open,2022
USA,Coco Gauff,20230116,221103,18.8,6-1 6-4,R128,75.0,australian open-2023,2023,128730.25160912811,australian open,2023
USA,Coco Gauff,20230116,221103,18.8,6-3 7-6(4),R64,102.0,australian open-2023,2023,195045.83577140627,australian open,2023
USA,Coco Gauff,20230116,221103,18.8,6-3 6-2,R32,94.0,australian open-2023,2023,282816.4618685391,australian open,2023
USA,Coco Gauff,20230529,221103,19.2,3-6 6-1 6-2,R128,107.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
USA,Coco Gauff,20230529,221103,19.2,6-2 6-3,R64,68.0,roland garros-2023,2023,114101.81392627266,roland garros,2023
USA,Coco Gauff,20230529,221103,19.2,6-7(5) 6-1 6-1,R32,123.0,roland garros-2023,2023,163838.50204798125,roland garros,2023
USA,Coco Gauff,20230529,221103,19.2,7-5 6-2,R16,92.0,roland garros-2023,2023,258435.7323971133,roland garros,2023
USA,Coco Gauff,20230828,221103,19.4,3-6 6-2 6-4,R128,171.0,us open-2023,2023,107275.20967427344,us open,2023
USA,Coco Gauff,20230828,221103,19.4,6-3 6-2,R64,76.0,us open-2023,2023,150185.2935439828,us open,2023
USA,Coco Gauff,20230828,221103,19.4,3-6 6-3 6-0,R32,124.0,us open-2023,2023,231129.3153891164,us open,2023
USA,Coco Gauff,20230828,221103,19.4,6-3 3-6 6-1,R16,120.0,us open-2023,2023,390091.67154281255,us open,2023
USA,Coco Gauff,20230828,221103,19.4,6-0 6-2,QF,68.0,us open-2023,2023,643651.2580456407,us open,2023
USA,Coco Gauff,20230828,221103,19.4,6-4 7-5,SF,123.0,us open-2023,2023,1228788.7653598594,us open,2023
USA,Coco Gauff,20230828,221103,19.4,2-6 6-3 6-2,F,126.0,us open-2023,2023,2438072.947142578,us open,2023
USA,Coco Gauff,20240115,221103,19.8,6-3 6-0,R128,60.0,australian open-2024,2024,132000.0,australian open,2024
USA,Coco Gauff,20240115,221103,19.8,7-6(2) 6-2,R64,104.0,australian open-2024,2024,200000.0,australian open,2024
USA,Coco Gauff,20240115,221103,19.8,6-0 6-2,R32,61.0,australian open-2024,2024,290000.0,australian open,2024
USA,Coco Gauff,20240115,221103,19.8,6-1 6-2,R16,63.0,australian open-2024,2024,420000.0,australian open,2024
USA,Coco Gauff,20240115,221103,19.8,7-6(6) 6-7(3) 6-2,QF,188.0,australian open-2024,2024,665000.0,australian open,2024
USA,Coco Gauff,20240527,221103,20.2,6-1 6-1,R128,,roland garros-2024,2024,78000.0,roland garros,2024
USA,Coco Gauff,20240527,221103,20.2,6-3 6-4,R64,,roland garros-2024,2024,117000.0,roland garros,2024
USA,Coco Gauff,20240527,221103,20.2,6-2 6-4,R32,,roland garros-2024,2024,168000.0,roland garros,2024
USA,Coco Gauff,20240527,221103,20.2,6-1 6-2,R16,,roland garros-2024,2024,265000.0,roland garros,2024
USA,Coco Gauff,20240527,221103,20.2,4-6 6-2 6-3,QF,,roland garros-2024,2024,440000.0,roland garros,2024
USA,Coco Gauff,20240701,221103,20.3,6-1 6-2,R128,65.0,wimbledon-2024,2024,66000.0,wimbledon,2024
USA,Coco Gauff,20240701,221103,20.3,6-2 6-1,R64,66.0,wimbledon-2024,2024,99000.0,wimbledon,2024
USA,Coco Gauff,20240701,221103,20.3,6-4 6-0,R32,62.0,wimbledon-2024,2024,152000.0,wimbledon,2024
USA,Coco Gauff,20240826,221103,20.4,6-2 6-0,R128,66.0,us open-2024,2024,110000.0,us open,2024
USA,Coco Gauff,20240826,221103,20.4,6-4 6-0,R64,80.0,us open-2024,2024,154000.0,us open,2024
USA,Coco Gauff,20240826,221103,20.4,3-6 6-3 6-3,R32,123.0,us open-2024,2024,237000.0,us open,2024
RUS,Mirra Andreeva,20230529,259799,16.0,6-2 6-1,R128,57.0,roland garros-2023,2023,76067.87595084844,roland garros,2023
RUS,Mirra Andreeva,20230529,259799,16.0,6-1 6-2,R64,77.0,roland garros-2023,2023,114101.81392627266,roland garros,2023
RUS,Mirra Andreeva,20230703,259799,16.1,6-4 3-6 7-5,R128,145.0,wimbledon-2023,2023,64365.125804564064,wimbledon,2023
RUS,Mirra Andreeva,20230703,259799,16.1,6-3 4-0 RET,R64,60.0,wimbledon-2023,2023,96547.68870684612,wimbledon,2023
RUS,Mirra Andreeva,20230703,259799,16.1,6-2 7-5,R32,95.0,wimbledon-2023,2023,148234.83518626876,wimbledon,2023
RUS,Mirra Andreeva,20230828,259799,16.3,1-6 6-3 6-4,R128,122.0,us open-2023,2023,107275.20967427344,us open,2023
RUS,Mirra Andreeva,20240115,259799,16.7,7-5 6-2,R128,78.0,australian open-2024,2024,132000.0,australian open,2024
RUS,Mirra Andreeva,20240115,259799,16.7,6-0 6-2,R64,54.0,australian open-2024,2024,200000.0,australian open,2024
RUS,Mirra Andreeva,20240115,259799,16.7,1-6 6-1 7-6(5),R32,143.0,australian open-2024,2024,290000.0,australian open,2024
RUS,Mirra Andreeva,20240527,259799,17.0,6-2 6-3,R128,,roland garros-2024,2024,78000.0,roland garros,2024
RUS,Mirra Andreeva,20240527,259799,17.0,6-3 3-6 7-5,R64,,roland garros-2024,2024,117000.0,roland garros,2024
RUS,Mirra Andreeva,20240527,259799,17.0,6-2 6-1,R32,,roland garros-2024,2024,168000.0,roland garros,2024
RUS,Mirra Andreeva,20240527,259799,17.0,7-5 6-2,R16,,roland garros-2024,2024,265000.0,roland garros,2024
RUS,Mirra Andreeva,20240527,259799,17.0,6-7(5) 6-4 6-4,QF,,roland garros-2024,2024,440000.0,roland garros,2024
RUS,Mirra Andreeva,20240826,259799,17.3,6-2 7-6(4),R128,98.0,us open-2024,2024,110000.0,us open,2024
